year,skills,employed,newCode,tenure,smoothedAge,q1,q2
1996,1,0,6,2,3,11.59775,5.402251
1996,1,0,6,3,3,11.07815,7.921853
1996,1,0,6,4,3,4.329115,5.670885
1996,1,0,6,0,4,19.81511,9.184893
1996,1,0,6,1,4,13.2413,4.758698
1996,1,0,6,3,4,4.73648,4.26352
1996,1,0,6,0,5,14.8734,6.126595
1996,1,0,6,1,5,12.36131,4.638686
1996,1,0,6,2,5,2.92134,5.07866
1996,1,0,6,3,5,5.697467,2.302533
1996,1,0,6,4,5,2.840475,3.159525
1996,1,0,6,0,6,10.88564,7.114356
1996,1,0,6,1,6,11.84791,4.152093
1996,1,0,6,2,6,6.730901,3.269099
1996,1,0,6,3,6,5.78103,3.21897
1996,1,0,6,4,6,1.194811,5.805189
1996,1,0,6,5,6,4.854763,3.145237
1996,1,0,6,0,7,7.152833,1.847167
1996,1,0,6,1,7,4.15297,1.84703
1996,1,0,6,2,7,3.544841,2.455159
1996,1,0,6,3,7,4.564955,2.435045
1996,1,0,6,4,7,3.820371,2.179628
1996,1,0,6,0,8,8.839597,5.160403
1996,1,0,6,1,8,11.21189,1.78811
1996,1,0,6,3,8,2.785236,4.214764
1996,1,0,6,4,8,4.78579,7.21421
1996,1,0,6,0,9,5.275096,6.724904
1996,1,0,6,2,9,5.81272,1.18728
1996,1,0,6,3,9,2.346911,4.653089
1996,1,0,6,4,9,6.9418,7.0582
1996,1,0,6,5,9,4.918292,2.081708
1996,1,0,6,0,10,8.78109,2.21891
1996,1,0,6,1,10,8.868717,1.131283
1996,1,0,6,3,10,4.938589,6.061411
1996,1,0,6,4,10,16.23161,6.768391
1996,1,0,6,5,10,1.274012,5.725987
1996,1,0,6,1,11,5.82163,.1783701
1996,1,0,6,3,11,8.47963,1.52037
1996,1,0,6,4,11,13.02019,3.97981
1996,1,0,7,0,0,19.03448,10.96552
1996,1,0,7,1,0,31.14704,15.85296
1996,1,0,7,2,0,14.83427,8.165733
1996,1,0,7,3,0,11.90673,6.093268
1996,1,0,7,4,0,5.005914,5.994086
1996,1,0,7,0,1,34.72076,12.27924
1996,1,0,7,1,1,27.38172,9.618282
1996,1,0,7,2,1,16.97321,9.02679
1996,1,0,7,3,1,5.897747,8.102253
1996,1,0,7,5,1,3.587809,3.412191
1996,1,0,7,0,2,23.66261,11.33739
1996,1,0,7,1,2,22.83746,6.16254
1996,1,0,7,2,2,10.08414,8.915865
1996,1,0,7,3,2,4.575219,4.424781
1996,1,0,7,0,3,13.21705,8.782951
1996,1,0,7,1,3,19.77756,7.222439
1996,1,0,7,2,3,8.644805,6.355195
1996,1,0,7,0,4,22.39444,9.60556
1996,1,0,7,1,4,15.54081,4.459188
1996,1,0,7,2,4,7.193223,2.806777
1996,1,0,7,0,5,7.801976,7.198024
1996,1,0,7,1,5,13.70895,5.291048
1996,1,0,7,2,5,9.861617,1.138383
1996,1,0,7,3,5,4.639002,2.360998
1996,1,0,7,0,6,9.832614,7.167386
1996,1,0,7,1,6,5.84155,1.15845
1996,1,0,7,0,7,7.660775,2.339225
1996,1,0,7,1,7,6.952584,4.047416
1996,1,0,7,0,8,10.85024,4.149761
1996,1,0,7,1,8,6.940556,2.059444
1996,1,0,7,2,8,3.089421,2.910578
1996,1,0,7,3,8,2.666772,4.333228
1996,1,0,7,4,8,6.959403,1.040597
1996,1,0,7,0,9,9.994669,2.005331
1996,1,0,7,1,9,8.92317,.07683
1996,1,0,7,2,9,5.42999,2.57001
1996,1,0,7,3,9,4.15017,1.84983
1996,1,0,7,4,9,3.320452,2.679548
1996,1,0,7,0,10,9.259565,1.740435
1996,1,0,7,4,10,9.99066,.00934
1996,1,0,8,0,0,22.12243,15.87757
1996,1,0,8,1,0,15.40423,17.59577
1996,1,0,8,2,0,4.988316,12.01168
1996,1,0,8,0,1,22.99968,8.000315
1996,1,0,8,1,1,23.24313,15.75687
1996,1,0,8,2,1,3.121248,10.87875
1996,1,0,8,3,1,2.26867,4.73133
1996,1,0,8,0,2,15.23029,7.769706
1996,1,0,8,1,2,21.32118,5.678818
1996,1,0,8,2,2,9.968728,4.031272
1996,1,0,8,3,2,2.26187,3.73813
1996,1,0,8,0,3,19.9781,7.021898
1996,1,0,8,1,3,16.0898,5.910204
1996,1,0,8,2,3,4.788483,4.211517
1996,1,0,8,0,4,19.25333,7.746667
1996,1,0,8,1,4,18.91576,6.084244
1996,1,0,8,2,4,4.664664,4.335336
1996,1,0,8,0,5,14.3954,8.604601
1996,1,0,8,1,5,12.32567,5.67433
1996,1,0,8,2,5,5.731634,5.268366
1996,1,0,8,3,5,4.484622,2.515378
1996,1,0,8,0,6,9.034401,5.965599
1996,1,0,8,1,6,6.063182,3.936818
1996,1,0,8,2,6,4.22786,1.77214
1996,1,0,8,3,6,3.952441,3.047559
1996,1,0,8,4,6,4.354063,4.645937
1996,1,0,8,0,7,7.425089,3.574911
1996,1,0,8,1,7,6.311761,3.688239
1996,1,0,8,2,7,5.397941,5.602059
1996,1,0,8,5,7,1.98698,7.01302
1996,1,0,8,0,8,11.65544,4.344559
1996,1,0,8,1,8,10.66536,7.334639
1996,1,0,8,2,8,4.858844,3.141156
1996,1,0,8,3,8,4.97745,8.02255
1996,1,0,8,4,8,3.945157,4.054843
1996,1,0,8,5,8,5.75695,2.24305
1996,1,0,8,0,9,8.711537,8.288463
1996,1,0,8,1,9,4.777612,3.222388
1996,1,0,8,2,9,4.14412,7.85588
1996,1,0,8,3,9,5.824172,3.175828
1996,1,0,8,4,9,7.560743,5.439257
1996,1,0,8,5,9,7.69749,.30251
1996,1,0,8,0,10,13.408,7.592
1996,1,0,8,1,10,5.378009,2.621991
1996,1,0,8,5,10,9.98383,.01617
1996,1,0,8,1,11,6.91358,.0864199
1996,1,0,8,2,11,1.436388,4.563612
1996,1,0,9,0,0,32.36731,17.63269
1996,1,0,9,1,0,39.18755,24.81245
1996,1,0,9,2,0,10.59224,14.40776
1996,1,0,9,3,0,5.011509,8.988491
1996,1,0,9,0,1,31.58939,14.41061
1996,1,0,9,1,1,20.64175,18.35825
1996,1,0,9,2,1,9.79852,8.20148
1996,1,0,9,3,1,5.987935,2.012065
1996,1,0,9,0,2,23.34052,9.659481
1996,1,0,9,1,2,22.27035,15.72965
1996,1,0,9,2,2,12.67268,7.327324
1996,1,0,9,3,2,5.980731,4.019269
1996,1,0,9,0,3,17.63915,10.36085
1996,1,0,9,1,3,20.67298,12.32702
1996,1,0,9,2,3,10.04144,3.958558
1996,1,0,9,3,3,3.698486,2.301514
1996,1,0,9,4,3,2.602426,3.397574
1996,1,0,9,0,4,22.74917,8.250825
1996,1,0,9,1,4,15.47462,8.52538
1996,1,0,9,2,4,5.767736,4.232264
1996,1,0,9,3,4,3.1762,2.8238
1996,1,0,9,0,5,10.98628,11.01372
1996,1,0,9,1,5,8.242495,7.757505
1996,1,0,9,2,5,2.679895,4.320105
1996,1,0,9,3,5,4.371518,2.628482
1996,1,0,9,0,6,17.61108,6.388919
1996,1,0,9,1,6,8.802251,11.19775
1996,1,0,9,2,6,5.56138,3.43862
1996,1,0,9,3,6,4.849819,2.150181
1996,1,0,9,4,6,4.18562,2.81438
1996,1,0,9,0,7,7.077571,2.922429
1996,1,0,9,1,7,5.337674,6.662326
1996,1,0,9,2,7,2.039174,5.960826
1996,1,0,9,0,8,9.654587,6.345414
1996,1,0,9,1,8,8.980167,3.019833
1996,1,0,9,2,8,5.79984,2.20016
1996,1,0,9,3,8,5.857746,7.142254
1996,1,0,9,0,9,2.873131,3.126869
1996,1,0,9,1,9,6.618692,6.381308
1996,1,0,9,2,9,6.113673,3.886327
1996,1,0,9,3,9,6.8937,3.1063
1996,1,0,9,4,9,4.094505,2.905495
1996,1,0,9,1,10,5.521391,2.478609
1996,1,0,9,1,11,3.596906,3.403094
1996,1,0,10,0,0,9.089609,6.910391
1996,1,0,10,1,0,7.087979,10.91202
1996,1,0,10,0,1,7.698897,9.301103
1996,1,0,10,1,1,4.046469,8.953531
1996,1,0,10,0,2,11.46707,9.53293
1996,1,0,10,1,2,5.83503,12.16497
1996,1,0,10,0,3,7.022482,8.977518
1996,1,0,10,1,3,5.81471,5.18529
1996,1,0,10,2,3,5.642234,1.357766
1996,1,0,10,1,4,4.884416,5.115584
1996,1,0,10,2,4,3.359,6.641
1996,1,0,10,0,5,3.618934,2.381066
1996,1,0,10,1,5,4.204219,3.795781
1996,1,0,10,2,5,5.695265,3.304735
1996,1,0,10,0,6,6.077785,3.922215
1996,1,0,10,1,7,6.301169,5.698831
1996,1,0,10,0,8,4.86924,1.13076
1996,1,0,10,1,8,2.116407,3.883593
1996,1,0,10,2,8,4.446257,3.553743
1996,1,0,10,1,9,6.00206,2.99794
1996,1,0,11,0,0,196.8599,100.1401
1996,1,0,11,1,0,170.6323,125.3677
1996,1,0,11,2,0,72.87363,46.12637
1996,1,0,11,3,0,29.4312,23.5688
1996,1,0,11,4,0,13.66702,12.33298
1996,1,0,11,5,0,7.323676,5.676324
1996,1,0,11,0,1,152.5961,114.4039
1996,1,0,11,1,1,167.158,112.842
1996,1,0,11,2,1,76.42624,50.57376
1996,1,0,11,3,1,43.88282,43.11718
1996,1,0,11,4,1,16.44765,28.55235
1996,1,0,11,5,1,12.07907,7.920928
1996,1,0,11,0,2,165.5811,82.41889
1996,1,0,11,1,2,171.1223,115.8777
1996,1,0,11,2,2,82.11224,52.88776
1996,1,0,11,3,2,60.68887,57.31113
1996,1,0,11,4,2,28.1766,31.8234
1996,1,0,11,5,2,14.6673,18.3327
1996,1,0,11,0,3,137.6657,68.3343
1996,1,0,11,1,3,143.2073,81.79266
1996,1,0,11,2,3,76.99965,60.00035
1996,1,0,11,3,3,57.76205,48.23795
1996,1,0,11,4,3,25.02698,36.97302
1996,1,0,11,5,3,22.95398,18.04602
1996,1,0,11,0,4,109.9857,50.01432
1996,1,0,11,1,4,122.7928,69.20723
1996,1,0,11,2,4,61.91374,55.08626
1996,1,0,11,3,4,40.91851,40.08149
1996,1,0,11,4,4,27.9502,18.0498
1996,1,0,11,5,4,27.49519,17.50481
1996,1,0,11,0,5,86.0037,34.9963
1996,1,0,11,1,5,88.75363,51.24637
1996,1,0,11,2,5,48.35845,27.64155
1996,1,0,11,3,5,35.23114,23.76886
1996,1,0,11,4,5,24.63797,22.36203
1996,1,0,11,5,5,14.39956,11.60044
1996,1,0,11,0,6,85.953,35.047
1996,1,0,11,1,6,77.47163,32.52837
1996,1,0,11,2,6,48.33387,18.66613
1996,1,0,11,3,6,37.66217,30.33783
1996,1,0,11,4,6,24.91912,13.08088
1996,1,0,11,5,6,22.61254,11.38746
1996,1,0,11,0,7,53.3501,25.6499
1996,1,0,11,1,7,54.45998,29.54002
1996,1,0,11,2,7,36.83862,23.16138
1996,1,0,11,3,7,31.8968,25.1032
1996,1,0,11,4,7,23.59871,16.40129
1996,1,0,11,5,7,23.87881,14.12119
1996,1,0,11,0,8,53.67252,26.32748
1996,1,0,11,1,8,69.58608,25.41392
1996,1,0,11,2,8,56.92791,15.07209
1996,1,0,11,3,8,29.76253,13.23747
1996,1,0,11,4,8,28.16369,8.836314
1996,1,0,11,5,8,28.23783,10.76217
1996,1,0,11,0,9,33.58419,18.41581
1996,1,0,11,1,9,54.9331,15.0669
1996,1,0,11,2,9,35.5173,10.4827
1996,1,0,11,3,9,28.92703,15.07297
1996,1,0,11,4,9,47.92549,24.07451
1996,1,0,11,5,9,28.7226,6.277403
1996,1,0,11,0,10,26.90844,6.091563
1996,1,0,11,1,10,44.87707,10.12293
1996,1,0,11,2,10,37.7427,4.257298
1996,1,0,11,3,10,38.48359,7.51641
1996,1,0,11,4,10,29.67647,8.32353
1996,1,0,11,5,10,26.2703,3.729704
1996,1,0,11,0,11,10.94533,1.054667
1996,1,0,11,1,11,17.95354,2.046458
1996,1,0,11,2,11,19.42727,2.57273
1996,1,0,11,3,11,13.92298,.07702
1996,1,0,11,4,11,15.18982,.81018
1996,1,0,11,5,11,10.8958,.1041999
1996,1,0,12,0,0,5.101444,4.898556
1996,1,0,12,0,1,12.32865,5.671351
1996,1,0,12,1,1,1.246678,4.753322
1996,1,0,12,0,2,9.33704,9.66296
1996,1,0,12,1,2,7.99289,1.00711
1996,1,0,12,0,3,14.84985,12.15015
1996,1,0,12,1,3,9.523653,4.476347
1996,1,0,12,0,4,8.134525,7.865475
1996,1,0,12,1,4,14.27461,4.725392
1996,1,0,12,3,4,2.986614,3.013386
1996,1,0,12,0,5,17.62679,5.373215
1996,1,0,12,2,5,3.81988,4.18012
1996,1,0,12,0,6,14.50646,9.493538
1996,1,0,12,1,6,4.001208,5.998792
1996,1,0,12,3,6,3.632216,2.367784
1996,1,0,12,0,7,6.173188,9.826812
1996,1,0,12,2,7,5.26523,1.73477
1996,1,0,12,3,7,3.020374,3.979626
1996,1,0,12,0,8,7.927063,3.072937
1996,1,0,12,1,8,6.530561,1.469439
1996,1,0,12,2,8,13.27833,4.721671
1996,1,0,12,3,8,1.579869,5.420131
1996,1,0,12,0,9,13.5299,3.470099
1996,1,0,12,1,9,7.584444,4.415556
1996,1,0,12,2,9,7.351637,2.648363
1996,1,0,12,3,9,3.011932,2.988068
1996,1,0,12,4,9,3.137911,2.862089
1996,1,0,12,5,9,4.99325,2.00675
1996,1,0,12,0,10,8.207832,1.792168
1996,1,0,12,1,10,9.30405,.69595
1996,1,0,12,0,11,6.76804,.23196
1996,1,0,12,1,11,4.708562,3.291438
1996,1,0,13,0,0,98.51029,58.48971
1996,1,0,13,1,0,38.51022,26.48978
1996,1,0,13,2,0,13.9011,13.0989
1996,1,0,13,3,0,7.362152,3.637848
1996,1,0,13,0,1,82.34597,44.65403
1996,1,0,13,1,1,46.49895,15.50105
1996,1,0,13,2,1,11.36264,9.637362
1996,1,0,13,3,1,9.323215,2.676785
1996,1,0,13,4,1,3.95136,5.04864
1996,1,0,13,0,2,81.29521,41.70479
1996,1,0,13,1,2,34.70213,20.29787
1996,1,0,13,2,2,26.34181,20.65819
1996,1,0,13,3,2,7.065864,7.934137
1996,1,0,13,0,3,53.96393,35.03607
1996,1,0,13,1,3,40.86722,22.13278
1996,1,0,13,2,3,19.26044,6.739562
1996,1,0,13,3,3,10.14455,5.855446
1996,1,0,13,0,4,63.96658,27.03342
1996,1,0,13,1,4,38.17356,11.82644
1996,1,0,13,2,4,21.00558,9.99442
1996,1,0,13,3,4,12.65137,2.34863
1996,1,0,13,0,5,47.46917,21.53083
1996,1,0,13,1,5,35.69708,7.302921
1996,1,0,13,2,5,16.10307,5.896935
1996,1,0,13,3,5,5.978543,5.021457
1996,1,0,13,4,5,1.728903,4.271096
1996,1,0,13,0,6,34.74105,11.25895
1996,1,0,13,1,6,28.79621,5.203788
1996,1,0,13,2,6,21.61734,7.382656
1996,1,0,13,3,6,10.36223,2.63777
1996,1,0,13,0,7,30.94091,9.059093
1996,1,0,13,1,7,29.09795,8.902047
1996,1,0,13,2,7,9.41291,.58709
1996,1,0,13,3,7,7.002891,2.997109
1996,1,0,13,0,8,27.64513,9.354871
1996,1,0,13,1,8,31.99052,7.009485
1996,1,0,13,2,8,14.12582,2.874183
1996,1,0,13,3,8,9.87207,.12793
1996,1,0,13,0,9,24.37394,12.62606
1996,1,0,13,1,9,31.37409,4.625912
1996,1,0,13,2,9,16.73476,2.265238
1996,1,0,13,3,9,15.0962,4.903796
1996,1,0,13,0,10,16.62935,3.370651
1996,1,0,13,1,10,20.77887,2.221128
1996,1,0,13,2,10,9.545518,3.454482
1996,1,0,13,3,10,7.419567,1.580433
1996,1,0,13,0,11,14.61034,.38966
1996,1,0,13,1,11,10.32521,.67479
1996,1,0,13,2,11,5.172259,1.827741
1996,1,0,13,3,11,7.58066,.41934
1996,1,0,14,0,0,28.00459,7.995409
1996,1,0,14,1,0,11.65298,9.347024
1996,1,0,14,2,0,6.349395,2.650605
1996,1,0,14,0,1,32.46426,22.53574
1996,1,0,14,1,1,9.177197,13.8228
1996,1,0,14,2,1,8.40365,3.59635
1996,1,0,14,0,2,25.10875,9.891245
1996,1,0,14,1,2,20.69812,17.30188
1996,1,0,14,2,2,8.79869,10.20131
1996,1,0,14,3,2,5.881937,2.118063
1996,1,0,14,0,3,29.52026,13.47974
1996,1,0,14,1,3,17.72391,11.27609
1996,1,0,14,2,3,4.659307,5.340693
1996,1,0,14,3,3,3.024805,4.975195
1996,1,0,14,0,4,16.3002,11.6998
1996,1,0,14,1,4,14.04216,10.95784
1996,1,0,14,2,4,2.596243,5.403757
1996,1,0,14,3,4,5.594606,4.405394
1996,1,0,14,4,4,4.296366,1.703634
1996,1,0,14,0,5,17.23614,8.763863
1996,1,0,14,1,5,10.05276,11.94724
1996,1,0,14,2,5,4.566459,4.433541
1996,1,0,14,3,5,3.797431,4.202569
1996,1,0,14,0,6,11.03519,7.964811
1996,1,0,14,1,6,9.605042,11.39496
1996,1,0,14,2,6,6.723627,6.276373
1996,1,0,14,3,6,2.3424,3.6576
1996,1,0,14,4,6,4.109278,5.890722
1996,1,0,14,0,7,9.910082,4.089918
1996,1,0,14,1,7,12.15043,4.849571
1996,1,0,14,2,7,9.09044,1.90956
1996,1,0,14,3,7,5.01593,3.98407
1996,1,0,14,4,7,2.448597,3.551403
1996,1,0,14,0,8,7.943451,4.056549
1996,1,0,14,1,8,2.885964,4.114036
1996,1,0,14,2,8,10.43876,4.561244
1996,1,0,14,3,8,3.462133,5.537867
1996,1,0,14,4,8,3.133758,3.866242
1996,1,0,14,0,9,3.060772,6.939228
1996,1,0,14,1,9,8.228349,2.771651
1996,1,0,14,2,9,6.76299,1.23701
1996,1,0,14,3,9,6.310965,4.689035
1996,1,0,14,4,9,8.769366,6.230634
1996,1,0,14,0,10,3.136392,2.863608
1996,1,0,14,1,10,6.912319,3.087681
1996,1,0,14,4,10,3.181403,6.818597
1996,1,0,14,4,11,3.307182,4.692818
1996,1,0,15,0,1,.2648291,5.735171
1996,1,0,15,0,6,2.026173,3.973827
1996,1,0,16,1,0,9.67949,1.32051
1996,1,0,16,0,1,9.903313,5.096687
1996,1,0,16,1,1,3.87462,2.12538
1996,1,0,16,0,2,5.6311,6.3689
1996,1,0,16,1,2,4.164353,6.835647
1996,1,0,16,0,3,5.934515,4.065485
1996,1,0,16,1,3,9.889449,6.110551
1996,1,0,16,2,3,2.922863,3.077137
1996,1,0,16,0,4,4.478392,4.521608
1996,1,0,16,1,4,8.382807,5.617193
1996,1,0,16,2,4,.1975435,5.802456
1996,1,0,16,0,5,6.69324,8.30676
1996,1,0,16,1,5,5.062481,5.937519
1996,1,0,16,0,6,8.590228,4.409772
1996,1,0,16,1,6,6.168938,6.831062
1996,1,0,16,0,7,3.545705,3.454295
1996,1,0,16,1,7,5.988294,2.011706
1996,1,0,16,1,8,4.835523,1.164477
1996,1,0,16,3,8,2.995757,3.004243
1996,1,0,16,0,9,6.1269,.8731
1996,1,0,16,2,9,4.825272,2.174728
1996,1,0,17,0,0,2.648465,7.351535
1996,1,0,17,1,0,5.215547,2.784453
1996,1,0,17,0,1,3.699991,3.300009
1996,1,0,17,0,2,4.725341,11.27466
1996,1,0,17,1,2,4.681589,2.318411
1996,1,0,17,0,3,.383308,6.616692
1996,1,0,17,1,3,2.96695,6.03305
1996,1,0,17,0,4,2.420365,6.579635
1996,1,0,17,1,4,3.28464,2.71536
1996,1,0,17,1,5,1.690605,5.309395
1996,1,0,17,0,6,4.348543,5.651457
1996,1,0,17,0,7,3.071418,7.928582
1996,1,0,18,0,0,2.401649,11.59835
1996,1,0,18,1,0,6.749696,31.2503
1996,1,0,18,2,0,3.222538,7.777462
1996,1,0,18,0,1,8.330337,11.66966
1996,1,0,18,1,1,5.328419,15.67158
1996,1,0,18,2,1,2.912751,11.08725
1996,1,0,18,0,2,13.80267,9.197333
1996,1,0,18,1,2,13.07073,11.92927
1996,1,0,18,2,2,5.367642,8.632357
1996,1,0,18,0,3,19.01063,9.989368
1996,1,0,18,1,3,16.73191,12.26809
1996,1,0,18,2,3,8.1877,6.8123
1996,1,0,18,4,3,1.402882,6.597118
1996,1,0,18,0,4,22.15516,17.84484
1996,1,0,18,1,4,11.08411,5.915888
1996,1,0,18,2,4,4.797011,5.202989
1996,1,0,18,0,5,5.162173,15.83783
1996,1,0,18,1,5,6.162389,4.837611
1996,1,0,18,2,5,3.943581,3.056419
1996,1,0,18,3,5,3.080618,3.919382
1996,1,0,18,0,6,11.64614,14.35386
1996,1,0,18,1,6,7.52669,7.47331
1996,1,0,18,2,6,5.632722,5.367278
1996,1,0,18,0,7,13.71257,7.287427
1996,1,0,18,1,7,10.00538,6.99462
1996,1,0,18,2,7,3.380302,4.619698
1996,1,0,18,0,8,2.690121,7.309879
1996,1,0,18,1,8,6.072997,7.927003
1996,1,0,18,2,8,2.005329,6.994671
1996,1,0,18,3,8,.9080312,5.091969
1996,1,0,18,0,9,7.268846,5.731154
1996,1,0,18,1,9,7.621134,5.378865
1996,1,0,18,2,9,5.188333,6.811667
1996,1,0,18,4,9,6.401396,8.598604
1996,1,0,18,0,10,2.766169,4.233831
1996,1,0,18,1,10,4.604112,6.395888
1996,1,0,18,2,10,7.057068,5.942932
1996,1,0,18,5,10,4.917786,3.082214
1996,1,0,19,0,0,88.91027,62.08973
1996,1,0,19,1,0,66.20322,56.79678
1996,1,0,19,2,0,24.35502,22.64498
1996,1,0,19,3,0,7.236469,15.76353
1996,1,0,19,4,0,4.96366,14.03634
1996,1,0,19,5,0,3.89226,6.10774
1996,1,0,19,0,1,76.98878,65.01122
1996,1,0,19,1,1,54.19576,57.80424
1996,1,0,19,2,1,21.08237,26.91763
1996,1,0,19,3,1,13.44813,16.55187
1996,1,0,19,4,1,7.283633,12.71637
1996,1,0,19,5,1,5.174727,8.825273
1996,1,0,19,0,2,82.62339,77.37661
1996,1,0,19,1,2,50.07754,40.92246
1996,1,0,19,2,2,22.0561,15.9439
1996,1,0,19,3,2,15.42612,13.57388
1996,1,0,19,4,2,8.394228,12.60577
1996,1,0,19,5,2,16.78654,12.21346
1996,1,0,19,0,3,78.8809,65.1191
1996,1,0,19,1,3,25.92758,30.07242
1996,1,0,19,2,3,13.11796,12.88204
1996,1,0,19,3,3,9.485916,14.51408
1996,1,0,19,4,3,9.327978,11.67202
1996,1,0,19,5,3,9.088286,16.91171
1996,1,0,19,0,4,75.34267,51.65733
1996,1,0,19,1,4,40.17353,32.82647
1996,1,0,19,2,4,18.48301,16.51699
1996,1,0,19,3,4,8.890977,14.10902
1996,1,0,19,4,4,12.1313,10.8687
1996,1,0,19,5,4,23.71643,12.28357
1996,1,0,19,0,5,76.10522,42.89478
1996,1,0,19,1,5,38.55806,28.44194
1996,1,0,19,2,5,25.52135,11.47865
1996,1,0,19,3,5,12.30784,8.692164
1996,1,0,19,4,5,16.65752,13.34248
1996,1,0,19,5,5,16.04547,13.95453
1996,1,0,19,0,6,70.86944,38.13056
1996,1,0,19,1,6,37.54974,24.45026
1996,1,0,19,2,6,24.07004,8.929964
1996,1,0,19,3,6,15.68052,9.319481
1996,1,0,19,4,6,12.83083,10.16917
1996,1,0,19,5,6,29.65843,7.341573
1996,1,0,19,0,7,50.02045,26.97955
1996,1,0,19,1,7,28.63469,20.36531
1996,1,0,19,2,7,11.12628,6.873725
1996,1,0,19,3,7,8.312844,3.687156
1996,1,0,19,4,7,8.304263,8.695737
1996,1,0,19,5,7,14.94651,8.053489
1996,1,0,19,0,8,50.33435,35.66565
